Text,Sponsored,Brand,Description,Options,Price,Shipping,Additional_Info
"SAMSUNG
Galaxy A05 LTE, Android Smartphone, Dual SIM Mobile Phone, 4GB RAM, 128GB Storage,Silver- 1 Year Warranty/Local Version
158
EGP5,999
00
Get it as soon as Thursday, 23 January
Fulfilled by Amazon - FREE Shipping
Add to cart",False,SAMSUNG,"Galaxy A05 LTE, Android Smartphone, Dual SIM Mobile Phone, 4GB RAM, 128GB Storage,Silver- 1 Year Warranty/Local Version",Options: Not Available,"EGP5,999","Get it as soon as Thursday, 23 January",Additional Info: Not Available
"SAMSUNG
Galaxy Buds3 Pro, Wireless Bluetooth Earbuds with Adaptive: Noise Control, Hi-Fi Sound, 360 Audio-Silver - 1 Year Local Warranty
154
50+ bought in past month
EGP9,099
00 List:
EGP11,999.00
Get it as soon as tomorrow, 22 Jan
Fulfilled by Amazon - FREE Shipping
Add to cart
More Buying Choices
EGP 8,099.10(3 used & new offers)",False,SAMSUNG,"Galaxy Buds3 Pro, Wireless Bluetooth Earbuds with Adaptive: Noise Control, Hi-Fi Sound, 360 Audio-Silver - 1 Year Local Warranty",Options: Not Available,"EGP9,099","Get it as soon as tomorrow, 22 Jan",00 List:
"SAMSUNG
Galaxy A06 6GB RAM 128GB Storage Android Smartphone, 6.7-Inch Screen Size, Black- Samsung High Quality USB-C Power Adaptive EU Wall Charger Fast Charging 25W - Black
EGP6,399
00
Fulfilled by Amazon - FREE Shipping
Add to cart",False,SAMSUNG,"Galaxy A06 6GB RAM 128GB Storage Android Smartphone, 6.7-Inch Screen Size, Black- Samsung High Quality USB-C Power Adaptive EU Wall Charger Fast Charging 25W - Black",Options: Not Available,"EGP6,399",Shipping: Not Available,Additional Info: Not Available
"SAMSUNG
Galaxy A55 5G, Android Smartphone, Dual SIM Mobile Phone, 8GB RAM, 128GB Storage, Awesome Iceblue -1 Year Warranty/Local Version
899
EGP21,399
00 List:
EGP23,999.00
Get it as soon as tomorrow, 22 Jan
Fulfilled by Amazon - FREE Shipping
Add to cart",False,SAMSUNG,"Galaxy A55 5G, Android Smartphone, Dual SIM Mobile Phone, 8GB RAM, 128GB Storage, Awesome Iceblue -1 Year Warranty/Local Version",Options: Not Available,"EGP21,399","Get it as soon as tomorrow, 22 Jan",00 List:
"SAMSUNG
Galaxy Tab A9 LTE Android Tablet, 8GB RAM, 128GB Storage, Navy
Options:
2 sizes
326
50+ bought in past month
EGP9,666
00 List:
EGP10,999.00
Get it as soon as tomorrow, 22 Jan
Fulfilled by Amazon - FREE Shipping
Add to cart
More Buying Choices
EGP 9,656.00(2 new offers)",False,SAMSUNG,"Galaxy Tab A9 LTE Android Tablet, 8GB RAM, 128GB Storage, Navy",Options:,"EGP9,666","Get it as soon as tomorrow, 22 Jan",00 List:
"SAMSUNG
32 Inch Full HD Smart LED TV with Built-in Receiver - Black - UA32T5300AUXEG
Options:
2 sizes
639
100+ bought in past month
EGP7,999
00 List:
EGP9,199.00
Get it as soon as tomorrow, 22 Jan
Add to cart",False,SAMSUNG,32 Inch Full HD Smart LED TV with Built-in Receiver - Black - UA32T5300AUXEG,Options:,"EGP7,999","Get it as soon as tomorrow, 22 Jan",00 List:
"SAMSUNG
Galaxy A06 6GB RAM 128GB Storage Android Smartphone, 6.7-Inch Screen Size, Gold- Samsung High Quality USB-C Power Adaptive EU Wall Charger Fast Charging 25W - Black
EGP6,399
00
Fulfilled by Amazon - FREE Shipping
Add to cart",False,SAMSUNG,"Galaxy A06 6GB RAM 128GB Storage Android Smartphone, 6.7-Inch Screen Size, Gold- Samsung High Quality USB-C Power Adaptive EU Wall Charger Fast Charging 25W - Black",Options: Not Available,"EGP6,399",Shipping: Not Available,Additional Info: Not Available
"SAMSUNG
Galaxy A16 LTE, Android Smartphone, Dual SIM Mobile Phone, 4GB RAM, 128GB Storage, Black (1 Year Local Warranty)
6
EGP7,199
00
Get it as soon as tomorrow, 22 Jan
Fulfilled by Amazon - FREE Shipping
Only 3 left in stock - order soon.
Add to cart",False,SAMSUNG,"Galaxy A16 LTE, Android Smartphone, Dual SIM Mobile Phone, 4GB RAM, 128GB Storage, Black (1 Year Local Warranty)",Options: Not Available,"EGP7,199","Get it as soon as tomorrow, 22 Jan",Additional Info: Not Available
"SAMSUNG
Galaxy A55 5G, Android Smartphone, Dual SIM Mobile Phone, 8GB RAM, 128GB Storage, Awesome Lilac -1 Year Warranty/Local Version
899
EGP23,950
00
Get it as soon as tomorrow, 22 Jan
Fulfilled by Amazon - FREE Shipping
Add to cart",False,SAMSUNG,"Galaxy A55 5G, Android Smartphone, Dual SIM Mobile Phone, 8GB RAM, 128GB Storage, Awesome Lilac -1 Year Warranty/Local Version",Options: Not Available,"EGP23,950","Get it as soon as tomorrow, 22 Jan",Additional Info: Not Available
"SAMSUNG
Galaxy Buds3, Silver, Wireless Bluetooth Earbuds with Adaptive EQ/ANC, Hi-Fi Sound, 360 Audio, 1 Year Local Warranty
63
EGP5,677
00 List:
EGP7,999.00
Get it as soon as tomorrow, 22 Jan
Fulfilled by Amazon - FREE Shipping
Only 4 left in stock - order soon.
Add to cart
More Buying Choices
EGP 4,472.96(8 used & new offers)",False,SAMSUNG,"Galaxy Buds3, Silver, Wireless Bluetooth Earbuds with Adaptive EQ/ANC, Hi-Fi Sound, 360 Audio, 1 Year Local Warranty",Options: Not Available,"EGP5,677","Get it as soon as tomorrow, 22 Jan",00 List:
"SAMSUNG
Galaxy A06 6GB RAM 128GB Storage Android Smartphone, 6.7-Inch Screen Size, Light Blue- Samsung High Quality USB-C Power Adaptive EU Wall Charger Fast Charging 25W - Black
EGP6,399
00
Fulfilled by Amazon - FREE Shipping
Add to cart",False,SAMSUNG,"Galaxy A06 6GB RAM 128GB Storage Android Smartphone, 6.7-Inch Screen Size, Light Blue- Samsung High Quality USB-C Power Adaptive EU Wall Charger Fast Charging 25W - Black",Options: Not Available,"EGP6,399",Shipping: Not Available,Additional Info: Not Available
"SAMSUNG
50 Inch 4K UHD Smart LED TV - Black - UA50DU7000UXEG [2024 Model]
Options:
7 sizes
148
50+ bought in past month
Limited time deal
EGP16,425
21 List:
EGP21,999.00
Get it as soon as tomorrow, 22 Jan
Fulfilled by Amazon - FREE Shipping
Add to cart
More Buying Choices
EGP 16,399.00(5 new offers)",False,SAMSUNG,50 Inch 4K UHD Smart LED TV - Black - UA50DU7000UXEG [2024 Model],Options:,"EGP16,425","Get it as soon as tomorrow, 22 Jan",21 List:
"SAMSUNG
Galaxy A23 Dual Sim,128 GB, 4GB Ram - Peach
45
See options",False,SAMSUNG,"Galaxy A23 Dual Sim,128 GB, 4GB Ram - Peach",Options: Not Available,Price: Not Available,Shipping: Not Available,Additional Info: Not Available
"SAMSUNG
Galaxy S24 FE, AI Phone, Android Smartphone, 8GB RAM, 256GB Storage, 50MP Camera, Long Battery Life, Gray- 1 Year Warranty/Local Version
Options:
2 sizes
1,664
EGP39,500
00
Get it as soon as tomorrow, 22 Jan
Fulfilled by Amazon - FREE Shipping
Add to cart",False,SAMSUNG,"Galaxy S24 FE, AI Phone, Android Smartphone, 8GB RAM, 256GB Storage, 50MP Camera, Long Battery Life, Gray- 1 Year Warranty/Local Version",Options:,"EGP39,500","Get it as soon as tomorrow, 22 Jan",Additional Info: Not Available
"Best Seller
SAMSUNG
50 Inch TV Crystal Processor 4K LED - Titan Gray - UA50DU8000UXEG [2024 Model]
Options:
6 sizes
110
200+ bought in past month
See options
No featured offers available
EGP 17,199.00(3 new offers)",False,Best Seller,SAMSUNG,Options:,"EGP 17,199.00(3 new offers)",Shipping: Not Available,Additional Info: Not Available
"SAMSUNG
Galaxy S24 FE, AI Phone, Android Smartphone, 8GB RAM, 256GB Storage, 50MP Camera, Long Battery Life, Large Screen, Graphite - 1 Year Warranty/Local Version
7
EGP39,500
00
Get it as soon as tomorrow, 22 Jan
Fulfilled by Amazon - FREE Shipping
Add to cart",False,SAMSUNG,"Galaxy S24 FE, AI Phone, Android Smartphone, 8GB RAM, 256GB Storage, 50MP Camera, Long Battery Life, Large Screen, Graphite - 1 Year Warranty/Local Version",Options: Not Available,"EGP39,500","Get it as soon as tomorrow, 22 Jan",Additional Info: Not Available
"SAMSUNG
Galaxy A16 LTE, Android Smartphone, Mobile Phone, 6GB RAM, 128GB Storage, Gray and Samsung. EP-TA800NBEGGB High Quality USB-C Power Adaptive EU Wall Charger Fast Charging 25W - Black
EGP8,099
00 Was:
EGP8,410.00
Fulfilled by Amazon - FREE Shipping
Add to cart",False,SAMSUNG,"Galaxy A16 LTE, Android Smartphone, Mobile Phone, 6GB RAM, 128GB Storage, Gray and Samsung. EP-TA800NBEGGB High Quality USB-C Power Adaptive EU Wall Charger Fast Charging 25W - Black",Options: Not Available,"EGP8,099",Shipping: Not Available,Additional Info: Not Available
"SAMSUNG
43 Inch 4K UHD Smart LED TV - Black - UA43DU7000UXEG [2024 Model]
Options:
7 sizes
148
Limited time deal
EGP13,999
00 List:
EGP17,999.00
Buy and get EGP 500.00 off the amount
Get it as soon as tomorrow, 22 Jan
Fulfilled by Amazon - FREE Shipping
Add to cart",False,SAMSUNG,43 Inch 4K UHD Smart LED TV - Black - UA43DU7000UXEG [2024 Model],Options:,"EGP13,999","Get it as soon as tomorrow, 22 Jan",00 List:
"SAMSUNG
Galaxy S24, AI Android Smartphone, 256GB Storage, 8GB RAM, 50MP Camera, Long Battery Life, Amber Yellow - 1 year Local Warranty
Options:
2 sizes
1,664
EGP39,999
00 List:
EGP41,990.00
Get it as soon as tomorrow, 22 Jan
Fulfilled by Amazon - FREE Shipping
Add to cart",False,SAMSUNG,"Galaxy S24, AI Android Smartphone, 256GB Storage, 8GB RAM, 50MP Camera, Long Battery Life, Amber Yellow - 1 year Local Warranty",Options:,"EGP39,999","Get it as soon as tomorrow, 22 Jan",00 List:
"SAMSUNG
55 Inch TV Crystal Processor 4K LED - Titan Gray - UA55DU8000UXEG [2024 Model]
Options:
6 sizes
110
50+ bought in past month
Limited time deal
EGP18,699
00 Was:
EGP19,499.00
Buy and get EGP 500.00 off the amount
Get it as soon as tomorrow, 22 Jan
Add to cart",False,SAMSUNG,55 Inch TV Crystal Processor 4K LED - Titan Gray - UA55DU8000UXEG [2024 Model],Options:,"EGP18,699","Get it as soon as tomorrow, 22 Jan",Additional Info: Not Available
"SAMSUNG
Front Loading Washer 9 KG 1400 RPM, 14 Programs, A+++ and SmartThings AI Energy Mode WW90CGC0EDABAS, Black (Local warranty)
18
EGP25,524
00 List:
EGP29,499.00
Only 2 left in stock - order soon.
Add to cart",False,SAMSUNG,"Front Loading Washer 9 KG 1400 RPM, 14 Programs, A+++ and SmartThings AI Energy Mode WW90CGC0EDABAS, Black (Local warranty)",Options: Not Available,"EGP25,524",Shipping: Not Available,00 List:
"SAMSUNG
Galaxy A16 LTE, Android Smartphone, Mobile Phone, 6GB RAM, 128GB Storage, Black and Samsung. EP-TA800NBEGGB High Quality USB-C Power Adaptive EU Wall Charger Fast Charging 25W - Black
EGP8,099
00 List:
EGP8,569.00
Fulfilled by Amazon - FREE Shipping
Add to cart",False,SAMSUNG,"Galaxy A16 LTE, Android Smartphone, Mobile Phone, 6GB RAM, 128GB Storage, Black and Samsung. EP-TA800NBEGGB High Quality USB-C Power Adaptive EU Wall Charger Fast Charging 25W - Black",Options: Not Available,"EGP8,099",Shipping: Not Available,00 List:
"SAMSUNG
Galaxy S24 FE, AI Phone, Android Smartphone, 8GB RAM, 256GB Storage, 50MP Camera, Long Battery Life, Blue- 1 Year Warranty/Local Version
Options:
2 sizes
1,664
EGP39,500
00
Get it as soon as tomorrow, 22 Jan
Fulfilled by Amazon - FREE Shipping
Add to cart",False,SAMSUNG,"Galaxy S24 FE, AI Phone, Android Smartphone, 8GB RAM, 256GB Storage, 50MP Camera, Long Battery Life, Blue- 1 Year Warranty/Local Version",Options:,"EGP39,500","Get it as soon as tomorrow, 22 Jan",Additional Info: Not Available
"SAMSUNG
Galaxy A05 LTE, Android Smartphone, Dual SIM Mobile Phone, 4GB RAM, 64GB Storage, Light Green- 1 Year Warranty/Local Version
Options:
2 sizes
227
EGP5,450
00
Get it as soon as tomorrow, 22 Jan
Fulfilled by Amazon - FREE Shipping
Add to cart",False,SAMSUNG,"Galaxy A05 LTE, Android Smartphone, Dual SIM Mobile Phone, 4GB RAM, 64GB Storage, Light Green- 1 Year Warranty/Local Version",Options:,"EGP5,450","Get it as soon as tomorrow, 22 Jan",Additional Info: Not Available
"+1 other color/pattern
SAMSUNG
Side by Side Refrigerator RS66A8100B1/MR 670L - 23 Cubic Feet - Black- (local warranty)
54
EGP62,299
00
Add to cart",False,+1 other color/pattern,SAMSUNG,Options: Not Available,"EGP62,299",Shipping: Not Available,Additional Info: Not Available
"SAMSUNG
27-Inch G55C Odyssey QHD 2K Curved Gaming Monitor, HRDR 10, VA Panel, 1ms MPRT, 165hz with Game Mode, Supports AMD FreeSync, HDMI and DisplayPort, 3 Years Local Warranty
Options:
3 sizes
85
100+ bought in past month
EGP7,155
00 List:
EGP8,111.00
Get it as soon as tomorrow, 22 Jan
Fulfilled by Amazon - FREE Shipping
Add to cart",False,SAMSUNG,"27-Inch G55C Odyssey QHD 2K Curved Gaming Monitor, HRDR 10, VA Panel, 1ms MPRT, 165hz with Game Mode, Supports AMD FreeSync, HDMI and DisplayPort, 3 Years Local Warranty",Options:,"EGP7,155","Get it as soon as tomorrow, 22 Jan",00 List:
"SAMSUNG
Galaxy A05s, Android Smartphone, Dual SIM Mobile Phone, LTE, 6GB RAM, 128GB Storage, Black
1,141
See options
No featured offers available
EGP 7,850.00(1 new offer)",False,SAMSUNG,"Galaxy A05s, Android Smartphone, Dual SIM Mobile Phone, LTE, 6GB RAM, 128GB Storage, Black",Options: Not Available,"EGP 7,850.00(1 new offer)",Shipping: Not Available,Additional Info: Not Available
"Sponsored
SAMSUNG
75 Inch QLED/The Frame 4K Smart TV with Built-in Receiver - Black without Frame - QA75LS03BAUXEG
Options:
3 sizes
21
EGP71,999
00 List:
EGP88,499.00
Get it as soon as tomorrow, 22 Jan
Only 3 left in stock - order soon.
Add to cart",True,SAMSUNG,75 Inch QLED/The Frame 4K Smart TV with Built-in Receiver - Black without Frame - QA75LS03BAUXEG,Options:,"EGP71,999","Get it as soon as tomorrow, 22 Jan",00 List:
"Sponsored
SAMSUNG
55 Inch TV Quantum Processor 4K QLED - Carbon Silver - QA55Q80CAUXEG [2023 Model]
Options:
3 sizes
25
EGP32,999
00
Get it as soon as tomorrow, 22 Jan
Only 2 left in stock - order soon.
Add to cart",True,SAMSUNG,55 Inch TV Quantum Processor 4K QLED - Carbon Silver - QA55Q80CAUXEG [2023 Model],Options:,"EGP32,999","Get it as soon as tomorrow, 22 Jan",Additional Info: Not Available
"Sponsored
SAMSUNG
55 Inch QD-OLED Smart TV - Neural HDR Quantum Processor 4K with 6 Speakers - QA55S90CAUXEG [2023 Model]
Options:
3 sizes
4
Limited time deal
EGP48,999
00 List:
EGP60,999.00
Get it as soon as tomorrow, 22 Jan
Only 4 left in stock - order soon.
Add to cart",True,SAMSUNG,55 Inch QD-OLED Smart TV - Neural HDR Quantum Processor 4K with 6 Speakers - QA55S90CAUXEG [2023 Model],Options:,"EGP48,999","Get it as soon as tomorrow, 22 Jan",00 List:
"Sponsored
SAMSUNG
55 Inch QD-OLED Smart 4K TV - Neural HDR Quantum Processor 4K - Graphite Black - QA55S90DAUXEG [2024 Model]
Options:
3 sizes
6
EGP54,999
00
Get it as soon as tomorrow, 22 Jan
Fulfilled by Amazon - FREE Shipping
Add to cart",True,SAMSUNG,55 Inch QD-OLED Smart 4K TV - Neural HDR Quantum Processor 4K - Graphite Black - QA55S90DAUXEG [2024 Model],Options:,"EGP54,999","Get it as soon as tomorrow, 22 Jan",Additional Info: Not Available
